sku,nombre,descripcion_corta,descripcion,slug,meta_descripcion,precio,precio_regular,marca,categoria,imagen
SM18-B3,"Sierra Ingleteadora Telescopica 10"" STANLEY SM18-B3 120V",<h2>Ingleteadora Telescopica</h2> <ul> <li><strong>Potencia </strong>1800 W</li> <li><strong>Velocidad sin carga </strong>4.800rpm</li> <li><strong>Tamaño Máx. del disco</strong> 254 (10″)</li> <li><strong>Corte transversal 0°x0°</strong> Al 92mmx An 285mm / Al 80mm x An 310mm</li> <li><strong>Corte de Inglete 45° x 0°</strong> Al 92mmx An 190mm /  Al 80mm x An 210mm</li> <li><strong>Rango de corte de inglete</strong> -47° a +52°</li> <li><strong>Rango de corte de bisel</strong> -45° a +45°</li> <li><strong>Peso </strong>18.6 Kg</li> </ul>,"<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso</em></p> <h2><strong>Sierra Ingleteadora Stanley</strong></h2> <p><strong>STANLEY SM18-B3 120V,1800 W.4800 Rpm.,disco: 10 pulgadas o 254 mm.</strong></p> <ul> <li>Línea de corte con sombra de LED para cortes 100% precisos y mejor iluminación</li> <li>Función de corte repetitivo para conservar la misma longitud de corte</li> <li>Configuración con 9 topes de inglete, rango de corte de inglete izquierda 47° a derecha 52° para una gran versatilidad</li> <li>Cabezal de doble bisel para una gran versatilidad.</li> </ul>",sierra-ingleteadora-telescopica-10-stanley-sm18-b3-120v,"Venta de Sierra Ingleteadora Telescopica 10"" STANLEY SM18-B3 120V,1800 W. Asesoria especializada. Envios a todo Colombia.",1519000,1519000,STANLEY,Herramientas eléctricas,
CFD-50E,"Chipeadora FORTE CFD-50E diametro 7"" , 3 cuchillas , Motor 50hp Diesel",<h2>Máquina trituradora</h2> <ul> <li><strong>Motor</strong> 50Hp Diesel</li> <li><b>Tipo arranque </b>Eléctrico</li> <li><strong>Numero de cuchillas</strong> 3</li> <li><strong>Peso</strong> 275Kg</li> </ul>,"<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><strong>Chipeadora </strong></h2> <p><b>FORTE CFD-50E diámetro 7"" , 3 cuchillas , Motor 50hp Diesel, 275kg Arranque eléctrico </b></p> <p>( máquina trituradora que produce chips o astillas a partir del procesamiento de troncos de madera, ramas, restos de podas )<strong> Incluye tiro para arrastre</strong></p> <h2><a href=""https://equipmaster.com.co/agro-y-jardin/3-razones-por-las-que-debes-adquirir-una-chipeadora/"">3 Razones por las que debes adquirir una Chipeadora</a></h2>",chipeadora-forte-cfd-50e-diametro-7-3-cuchillas-motor-50hp-diesel,"Venta de Chipeadora FORTE CFD-50E diametro 7"", Motor 50hp Diesel, 275kg Arranque electrico contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",9359,9359,FORTE,Jardín y forestal,
FDG30-S,"Planta Electrica FDG30-S FORTE CABINADA trifasica 33kva/26,4kva","<h2>Generador de energía</h2> <ul> <li><strong>INLCUYE TRANSFERENCIA AUTOMÁTICA  </strong></li> <li><strong>Tipo </strong>Diésel, 4 tiempos, refrigerado por agua.</li> <li><strong>Potencia del motor</strong> HP/kW 44 HP / 33 kW</li> <li><strong>Nivel de ruido</strong> 78 dB a 7m</li> <li><strong>Regulación de motor</strong> Gobernador Mecánico ± 5%</li> <li><strong>Regulación </strong>V.R. sin escobillas</li> <li><strong>Amperaje  </strong>78<strong>.</strong>7 Amp</li> <li><strong>Potencia</strong> 127 / 240 v</li> <li><strong> de Fases</strong> Trifásico</li> <li><strong> RPM</strong> 1.800</li> <li><b>Peso 900kg </b></li> </ul>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><b>Planta eléctrica </b>diésel</h2> <p><b>FDG30-S FORTE CABINADA trifásica 33kva/26,4kva Standby (30Kva/24kva prime) motor Diesel</b></p> <p><strong>Potencia de Emergencia</strong></p> <ul> <li>KVA 33</li> <li>kW 26.4</li> </ul> <p><strong>Potencia Continua</strong></p> <ul> <li>KVA 30</li> <li>kW 24</li> </ul> <ul> <li><strong>Motor </strong>FORTE Y4100D</li> <li><strong>Tipo </strong>Diésel, 4 tiempos, refrigerado por agua.</li> <li><strong>Potencia del motor</strong> HP/kW 44 HP / 33 kW</li> <li><strong>Nivel de ruido</strong> 78 dB a 7m</li> <li><strong>Regulación de motor</strong> Gobernador Mecánico ± 5%</li> <li><strong>Regulación </strong>V.R. sin escobillas</li> <li><strong>Amperaje </strong>78<strong>.</strong>7 Amp</li> <li><strong>Potencia</strong> 127 / 240 v</li> <li><strong> de Fases</strong> Trifásico</li> <li><strong> RPM</strong> 1.800</li> <li><strong>Peso</strong> 900 kg</li> </ul> <p><strong> </strong><strong>INCLUYE:</strong></p> <ul> <li>Pare y arranque automático</li> <li>Monitoreo de red para manejo de transferencia</li> <li>Voltímetro con lector independiente de fases.</li> <li>Frecuencímetro con lector independiente de fases.</li> <li>Amperímetro con lector independiente de fases.</li> <li>Horómetro.</li> <li>Medidor de temperatura y protección por alta temperatura.</li> <li>Protección por sobrecarga y sobre velocidad.</li> <li>Indicador de carga de batería.</li> <li>Parada de emergencia.</li> </ul> <h2><a href=""https://equipmaster.com.co/plantas-electricas/consejos-que-debe-tener-en-cuenta-para-elegir-una-planta-electrica/"">Consejos que debe tener en cuenta para elegir una Planta Eléctrica</a></h2> <h2><a href=""https://equipmaster.com.co/plantas-electricas/antes-de-adquirir-una-planta-electrica-conozca-los-tipos-que-existen/"">Antes de Adquirir una Planta Eléctrica Conozca los Tipos que Existen</a></h2> <p><span style=""color: #ffffff;"">Planta eléctrica Homecenter</span></p>",planta-electrica-fdg30-s-forte-cabinada-trifasica-33kva-264kva,"Venta de Planta Electrica FDG30-S FORTE CABINADA trifasica 33kva/26,4kva. Asesoría especializada, Envíos a todo Colombia.",38829000,38829000,FORTE,Energía,
FDG25-S,"Planta Electrica FDG25-S FORTE CABINADA trifasica 27,5kva/22kva","<h2>Generador de energía</h2> <ul> <li><strong>INLCUYE TRANSFERENCIA AUTOMÁTICA  </strong></li> <li><strong>Tipo </strong>Diésel, 4 tiempos, refrigerado por agua.</li> <li><strong>Potencia del motor</strong> HP/kW 34 HP / 25 kW</li> <li><strong>Nivel de ruido</strong> 78 dB a 7m</li> <li><strong>Regulación de motor</strong> Gobernador Mecánico ± 5%</li> <li><strong>Regulación </strong>A.V.R. sin escobillas</li> <li><strong>Amperaje </strong>65.6 Amp</li> <li><strong>Potencia </strong>127 / 240 v</li> <li><strong> de Fases</strong> Trifásico</li> <li><strong> RPM</strong> 1.800</li> <li><b>Peso </b>720kg</li> </ul>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><b>Planta eléctrica </b>diésel</h2> <p><b>FDG25-S FORTE CABINADA trifásica 27,5kva/22kva Standby (25Kva/20kva prime) motor Diesel </b></p> <p><strong>Potencia de Emergencia</strong></p> <ul> <li>KVA 27.5</li> <li>KW 22</li> </ul> <p><strong>Potencia </strong><b>Continua</b></p> <ul> <li>KVA 25</li> <li>KW 20</li> </ul> <ul> <li><strong>Motor</strong> FORTE YSD490D</li> <li><strong>Tipo </strong>Diésel, 4 tiempos, refrigerado por agua.</li> <li><strong>Potencia del motor</strong> HP/kW 34 HP / 25 kW</li> <li><strong>Nivel de ruido</strong> 78 dB a 7m</li> <li><strong>Regulación de motor</strong> Gobernador Mecánico ± 5%</li> <li><strong>Regulación </strong>A.V.R. sin escobillas</li> <li><strong>Amperaje </strong>65.6 Amp</li> <li><strong>Potencia </strong>127 / 240 v</li> <li><strong> de Fases</strong> Trifásico</li> <li><strong> RPM</strong> 1.800</li> <li><strong>Peso</strong> 720 kg</li> </ul> <p><strong>INCLUYE:</strong></p> <ul> <li>Pare y arranque automático</li> <li>Monitoreo de red para manejo de transferencia</li> <li>Voltímetro con lector independiente de fases</li> <li>Frecuencímetro con lector independiente de fases</li> <li>Amperímetro con lector independiente de fases</li> <li>Horómetro.</li> <li>Medidor de temperatura y protección por alta temperatura</li> <li>Protección por sobrecarga y sobre velocidad</li> <li>Indicador de carga de batería</li> <li>Parada de emergencia</li> </ul> <h2><a href=""https://equipmaster.com.co/plantas-electricas/consejos-que-debe-tener-en-cuenta-para-elegir-una-planta-electrica/"">Consejos que debe tener en cuenta para elegir una Planta Eléctrica</a></h2> <h2><a href=""https://equipmaster.com.co/plantas-electricas/antes-de-adquirir-una-planta-electrica-conozca-los-tipos-que-existen/"">Antes de Adquirir una Planta Eléctrica Conozca los Tipos que Existen</a></h2> <p><span style=""color: #ffffff;"">Planta eléctrica Homecenter</span></p>",planta-electrica-fdg25-s-forte-cabinada-trifasica-275kva-22kva,"Venta de Planta Electrica FDG25-S FORTE CABINADA trifasica 27,5kva/22kva. Asesoría especializada, Envíos a todo Colombia.",,,FORTE,Energía,
FDG15-S,"Planta Electrica FDG15-S FORTE CABINADA trifasica 16,5kva/13kva","<h2>Generador de energía</h2> <ul> <li><strong>INLCUYE TRANSFERENCIA AUTOMÁTICA  </strong></li> <li><strong>Tipo</strong> Diésel, 4 tiempos, refrigerado por agua.</li> <li><strong>Potencia del motor HP/kW</strong> 22 HP / 17kW</li> <li><strong>Nivel de ruido</strong> 79 dB a 7m</li> <li><strong>Regulación de motor</strong> Gobernador Mecánico ± 5%</li> <li><strong>Regulación </strong>A.V.R. sin escobillas</li> <li><strong>Amperaje</strong> 39,4 Amp</li> <li><strong>Potencia</strong> 127 / 240 v</li> <li><strong> de Fases</strong> Trifásico</li> <li><strong> RPM</strong> 1.800</li> <li><b>Peso </b>680kg</li> </ul>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><b>Planta eléctrica </b>diésel</h2> <p><b>FDG15-S FORTE CABINADA trifásica 16,5kva/13kva Standby (15Kva/12kva prime) motor Diesel </b></p> <p><strong>Potencia de Emergencia</strong></p> <ul> <li><strong>KVA</strong> 16.5</li> <li><strong>KW</strong> 13</li> </ul> <p><strong>Potencia Continua</strong></p> <ul> <li><strong>KVA </strong>15</li> <li><strong>KW</strong> 22</li> <li><strong>Motor </strong>FORTE YSD480D</li> <li><strong>Tipo</strong> Diésel, 4 tiempos, refrigerado por agua.</li> <li><strong>Potencia del motor HP/kW</strong> 22 HP / 17kW</li> <li><strong>Nivel de ruido</strong> 79 dB a 7m</li> <li><strong>Regulación de motor</strong> Gobernador Mecánico ± 5%</li> <li><strong>Regulación </strong>A.V.R. sin escobillas</li> <li><strong>Amperaje</strong> 39,4 Amp</li> <li><strong>Potencia</strong> 127 / 240 v</li> <li><strong> de Fases</strong> Trifásico</li> <li><strong> RPM</strong> 1.800</li> <li><strong>Peso</strong> 680 kg</li> </ul> <p><strong>INCLUYE: </strong></p> <ul> <li>Pare y arranque automático</li> <li>Monitoreo de red para manejo de transferencia</li> <li>Voltímetro con lector independiente de fases.</li> <li>Frecuencímetro con lector independiente de fases.</li> <li>Amperímetro con lector independiente de fases.</li> <li>Horómetro.</li> <li>Medidor de temperatura y protección por alta temperatura.</li> <li>Protección por sobrecarga y sobre velocidad.</li> <li>Indicador de carga de batería.</li> <li>Parada de emergencia.</li> </ul> <h2><a href=""https://equipmaster.com.co/plantas-electricas/consejos-que-debe-tener-en-cuenta-para-elegir-una-planta-electrica/"">Consejos que debe tener en cuenta para elegir una Planta Eléctrica</a></h2> <h2><a href=""https://equipmaster.com.co/plantas-electricas/antes-de-adquirir-una-planta-electrica-conozca-los-tipos-que-existen/"">Antes de Adquirir una Planta Eléctrica Conozca los Tipos que Existen</a></h2> <p><span style=""color: #ffffff;"">Planta eléctrica Homecenter</span></p>",planta-electrica-fdg15-s-forte-cabinada-trifasica-165kva-13kva,"Venta de Planta Eléctrica FDG15-S FORTE CABINADA trifásica. motor Diesel peso 680kg. Asesoría especializada, Envíos a todo Colombia.",29309000,29309000,FORTE,Energía,
TRM-600,"Remolque para Motoazadas capacidad de carga de 600Kg, dos ruedas","<h2><span data-sheets-value=""{""1"":2,""2"":""Motocultor""}"" data-sheets-userformat=""{""2"":513,""3"":{""1"":0},""12"":0}"">Remolque con ruedas</span></h2> <ul> <li><strong>Capacidad de carga</strong> 600 kg</li> <li><strong>Ruedas</strong> 2</li> </ul>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><span data-sheets-value=""{""1"":2,""2"":""Motoazada Motocultor""}"" data-sheets-userformat=""{""2"":513,""3"":{""1"":0},""12"":0}"">Motoazada Motocultor</span></h2> <p><strong>TRM-600  Remolque para Motoazada capacidad de carga de 600Kg dos ruedas</strong></p> <ul> <li>Ideal para transportar cargas pesadas con tu motoazada. Tiene una estructura robusta y resistente, con una capacidad de carga de 600 kg. Cuenta con dos ruedas que facilitan su movimiento y maniobrabilidad. Es perfecto para trabajos agrícolas y de jardinería que requieran transportar materiales o equipos de manera eficiente.</li> </ul>",remolque-para-motoazadas-capacidad-de-carga-de-600kg-dos-ruedas,"Venta de Remolque para motoazadas capacidad de carga de 600Kg dos ruedas , contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",2919000,2919000,,Agro y ganadería,
DTL13000,"Motoazada Motocultor DUCATI DTL13000 motor 13hp gasolina, 4 velocidades","<h2><span data-sheets-value=""{""1"":2,""2"":""Motocultor""}"" data-sheets-userformat=""{""2"":513,""3"":{""1"":0},""12"":0}"">Motocultor</span></h2> <ul> <li><strong>No Cuchillas</strong> 40</li> <li><strong>Ancho de trabajo</strong> 80-1100 / 120-150cm</li> <li><strong>Profundidad </strong>36cm</li> <li><strong>Manilla</strong>r Regulable en altura reversible</li> <li><strong>Potencia</strong> 13Hp</li> <li><strong>Cilindraje</strong> 989cc</li> <li><strong>Tipo de combustible</strong> Gasolina</li> <li><strong>Tipo</strong> Directa por engranajes</li> <li><strong>Velocidades</strong> 4 adelante + 2 marcha atrás</li> </ul>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><span data-sheets-value=""{""1"":2,""2"":""Motoazada Motocultor""}"" data-sheets-userformat=""{""2"":513,""3"":{""1"":0},""12"":0}"">Motoazada Motocultor</span></h2> <p><b>DUCATI DTL13000, motor 13hp gasolina Ancho de trabajo 150cm, profundidad de arado 15-36 centímetros, 4 velocidades</b></p> <p><strong>Motor</strong></p> <ul> <li><strong>Potencia</strong> 13Hp</li> <li><strong>Motor</strong> 4T- OHV</li> <li><strong>Cilindraje</strong> 989cc</li> <li><strong>Tipo de combustible</strong> Gasolina</li> <li><strong>Tipo de arranque</strong> Retráctil manual</li> <li><strong>Capacidad de combustible</strong>5L</li> <li><strong>Tipo de aceite</strong> 20w50</li> <li><strong>Capacidad de aceite</strong>65L</li> <li><strong>Filtro de aire</strong> Baño de aceite</li> </ul> <p> </p> <p><strong>Transmisión </strong></p> <ul> <li><strong>Tipo</strong> Directa por engranajes</li> <li><strong>Velocidades</strong> 4 adelante + 2 marcha atrás</li> <li><strong>Embrague</strong> Multidisco de fricción</li> <li><strong>Tipo de aceite</strong> 20w50</li> <li><strong>Capacidad de aceite</strong>1L</li> </ul> <p> </p> <p><strong>General</strong></p> <ul> <li><strong>No Cuchillas</strong> 40</li> <li><strong>Ancho de trabajo</strong> 80-1100 / 120-150cm</li> <li><strong>Profundidad </strong>36cm</li> <li><strong>Manilla</strong>r Regulable en altura reversible</li> <li><strong>Medida de llantas</strong> 540x120mm</li> <li><strong>Toma de fuerza</strong> Si</li> <li><strong>Presión de aire ruedas</strong> 29 P.S.I</li> </ul> <p> </p> <ul> <li><strong>Dimensiones </strong>135 x 180 x105cm</li> <li><strong><strong>Dimensiones embalaje  (L x An x Al): </strong></strong>56 x 180 x 84cm</li> <li><strong>Peso</strong> 135Kg</li> </ul> <h2><a href=""https://equipmaster.com.co/agro-y-jardin/motoazadas-herramientas-agricolas/"">Motoazadas: herramientas agrícolas</a></h2>",motoazada-motocultor-ducati-dtl13000-motor-13hp-gasolina-4-velocidades,"Venta de Motoazada Motocultor DUCATI DTL13000, motor 13hp 4 velocidades , contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",5189000,5189000,DUCATI,Agro y ganadería,
FG900,"Motoazada FORTE FG900 a gasolina 7hp , Ancho de trabajo 80cm-110cm",<h2><strong>Motocultor</strong></h2> <ul> <li><strong>Motor</strong> GM210</li> <li><strong>Potencia </strong>7 hp</li> <li><strong>Ancho de corte</strong> 80 – 110 cm</li> <li><strong>Profundidad de trabajo</strong> 15 – 30 cm</li> <li><strong>Velocidades </strong>2 velocidades y reversa</li> <li><strong>Transmisión de potencia</strong> Correas</li> <li><strong>Capacidad de aceite</strong> de 1.1 L</li> <li><strong>Peso seco</strong> 74 kg</li> </ul>,"<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><strong>Motoazada </strong></h2> <p><strong>FORTE FG900 a gasolina 7hp, Ancho de trabajo 80cm-110cm, profundidad de arado 15-30 centímetros, 3 velocidades arranque manual</strong></p> <ul> <li><strong>Motor</strong> GM210</li> <li><strong>Potencia </strong>7 hp</li> <li><strong>Ancho de corte</strong> 80 - 110 cm</li> <li><strong>Profundidad de trabajo</strong> 15 - 30 cm</li> <li><strong>Velocidades </strong>2 velocidades y reversa</li> <li><strong>Transmisión de potencia</strong> Correas</li> <li><strong>Capacidad de aceite</strong> de 1.1 L</li> </ul> <h2><a href=""https://equipmaster.com.co/agro-y-jardin/motoazadas-herramientas-agricolas/"">Motoazadas: herramientas agrícolas</a></h2>",motoazada-forte-fg900-a-gasolina-7hp-ancho-de-trabajo-80cm-110cm,"Venta de Motoazada FORTE FG900 a gasolina 7hp , Ancho de trabajo 80cm-110cm. Envíos a toda Colombia. Asesoría personal especializada. Somos EQUIPMASTER",2729000,2729000,FORTE,Agro y ganadería,
XAS98KD,Compresor portátil ATLAS COPCO Tipo tornillo XAS98KD 45hp Diesel Caudal de aire 187CFM,<h2>Compresor portátil</h2> <ul> <li><strong>Presión o rango de trabajo</strong> 70-105PSI</li> <li><strong>Combustible </strong>Diesel</li> <li><strong> Cilindros</strong> 4</li> <li><strong>Nivel ruido</strong> (LwA) dB(A) 101 Db</li> <li><strong>Potencia acústica</strong> (LPA) a 7 mts dB(A) 72 dB</li> <li><strong>Potencia promedio motor</strong>57kW (45 HP)</li> </ul>,"<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2>Compresor portátil tipo tornillo</h2> <p><strong>XAS98KD Tipo tornillo motor Kubota 45hp Diesel Caudal de aire entregado 187CFM  Presión 70-105psi Peso 785Kg </strong></p> <p><strong>RENDIMIENTO</strong></p> <ul> <li><strong>Tipo de unid. Comp. </strong>Tornillo</li> <li><strong>Caudal de aire entregado</strong> (a la salida del separador) 187CFM</li> <li><strong>Presión o rango de trabajo</strong> 70-105PSI</li> <li><strong> De salidas (diámetros)</strong> 3 x (3/4pulg)</li> </ul> <p><strong> </strong></p> <p><strong>MOTOR</strong></p> <ul> <li><strong>Combustible </strong>Diesel</li> <li><strong>Tecnología de motor</strong> Stage 3</li> <li><strong> Cilindros</strong> 4</li> <li><strong>Tipo de aspiración</strong> Turbo</li> <li><strong>Tipo de refrigeración Líquido</strong> (glycol 50%)</li> <li><strong>Potencia promedio motor</strong>57kW (45 HP)</li> <li><strong>Velocidad nominal a plena carga</strong>000 rpm</li> <li><strong>Velocidad de descarga</strong>850 rpm</li> </ul> <p> </p> <p><strong>CAPACIDAD</strong></p> <ul> <li><strong>Consumo de combustible promedio al 75% full carga</strong>6 gal/h</li> <li><strong>Consumo de combustible promedio al 100% full carga</strong> 0 gal/h</li> <li><strong>Capacidad del tanque de combustible</strong> 60 Lts (15.8 gal)</li> <li><strong>Capacidad carter aceite motor </strong>5 Lts (1.45 gal)</li> <li><strong>Capacidad aceite unidad compresora</strong> 8 Lts (2.11 gal)</li> <li><strong>Capacidad de refrigerante</strong>2 Lts (1.9 gal)</li> </ul> <p> </p> <p><strong>NIVEL SONORO</strong></p> <ul> <li><strong>Nivel ruido</strong> (LwA) dB(A) 101 Db</li> <li><strong>Potencia acústica</strong> (LPA) a 7 mts dB(A) 72 dB</li> </ul> <p> </p>",compresor-portatil-atlas-copco-tipo-tornillo-xas98kd-45hp-diesel,"Venta de Compresor portátil ATLAS COPCO Tipo tornillo 45hp Diesel, Asesoría especializada. Envíos a todo Colombia.",,,ATLAS COPCO,Construcción,
V4+K,Torre de iluminacion V4+K ATLAS COPCO 4 lamparas LED 250w,<h2>Torre de iluminación</h2> <ul> <li><strong>Tipo de Iluminación</strong> LED</li> <li><strong>Combustible </strong>Diesel</li> <li><strong>Capacidad tanque</strong> 105 Lts</li> <li><strong>Área de Cobertura </strong>4000 m2</li> <li><strong>Potencia de consumo luces</strong> 4×250 Watts</li> <li><strong>Mástil </strong>7.5 mts</li> <li><strong>Rotación de mástil</strong> 360 °</li> <li><strong>Generador auxiliar</strong> 1 kW</li> <li><strong>Voltaje </strong>120 VAC</li> <li><strong>Frecuencia</strong> 60 hz</li> <li><strong>Dimensiones (L x An x Al):</strong>  167 X 110 X 250</li> <li><strong>Peso:</strong>  702 kg</li> </ul>,"<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><b>Torre de iluminación </b></h2> <p><b>V4+K ATLAS COPCO 4 lamparas LED 250w cada una Incluye motor Kohler de 8hp Diesel capacidad del tanque 105Lts área de cobertura 4,000m2. Mástil 360 de 7.5 Mtrs de Altura. Peso 702Kg</b></p> <p><strong>MOTOR</strong></p> <ul> <li><strong>Tipo de Iluminación</strong> LED</li> <li><strong>Referencia motora</strong> KDW702</li> <li><strong>Potencia Motor</strong> 8 HP (7,96 kW)</li> </ul> <p><strong>CONSUMO</strong></p> <ul> <li><strong>Combustible </strong>Diesel</li> <li><strong>Refrigeración </strong>Aire forzado</li> <li><strong>Consumo de combustible</strong> 0,5 Lt/h</li> <li><strong>Capacidad tanque</strong> 105 Lts</li> <li><strong>Autonomía máxima a plena carga</strong> 210 horas</li> </ul> <p><strong>RENDIMIENTO</strong></p> <ul> <li><strong>Nivel sonido @ Max carga</strong> 65 dB @ 7mts</li> <li><strong>Área de Cobertura </strong>4000 m2</li> <li><strong>Durabilidad bombilla </strong>50000 horas</li> <li><strong>Potencia de consumo luces</strong> 4x250 Watts</li> </ul> <p><strong>MÁSTIL</strong></p> <ul> <li><strong>Mástil </strong>7.5 mts</li> <li><strong>Rotación de mástil</strong> 360 °</li> <li><strong>Generador auxiliar</strong> 1 kW</li> <li><strong>Voltaje </strong>120 VAC</li> <li><strong>Frecuencia</strong> 60 hz</li> </ul> <h2 class=""wd-entities-title title post-title""><strong><a href=""https://equipmaster.com.co/plantas-electricas/por-que-usar-torres-de-iluminacion/"">¿Por qué usar torres de iluminación?</a></strong></h2>",torre-de-iluminacion-v4k-atlas-copco-4-lamparas-led-250w,"Venta de Torre de iluminación ATLAS COPCO 4 lamparas LED 250w, Variedad del catálogo en torres de iluminación. Envíos a todo Colombia. Asesoría especializada.",,,ATLAS COPCO,Construcción,
TPB-90,Martillo Neumatico POWERIN TPB-90 Consumo de aire 78CFM,<h2>Martillo Neumatico</h2> <ul> <li><strong>Porta herramienta </strong>1/4” x 6”</li> <li><strong>Consumo de aire</strong> 78cfm</li> <li><strong>Golpes por minuto</strong> 1250</li> <li><strong>Alto</strong> 723 mm</li> <li><strong>Silenciador </strong>No</li> <li><strong>Entrada de aire</strong> 3/4”</li> </ul>,"<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2>Martillo Neumático</h2> <p><strong>TPB-90 Consumo de aire 78CFM Entrada de aire de 3/4""Peso 84Lb</strong></p> <p>Rompedor neumático, herramienta de demolición ultra potente y de alta tecnología que ha sido diseñada para realizar los trabajos más duros y exigentes en el lugar de trabajo.</p> <ul> <li><strong>Porta herramienta </strong>1/4” x 6”</li> <li><strong>Consumo de aire</strong> 78cfm</li> <li><strong>Golpes por minuto</strong> 1250</li> <li><strong>Alto</strong> 723 mm</li> <li><strong>Silenciador </strong>No</li> <li><strong>Entrada de aire</strong> 3/4”</li> </ul> <p> </p> <p><span style=""color: #ffffff;"">planta eléctrica Homecenter</span></p>",martillo-neumatico-powerin-tpb-90-consumo-de-aire-78cfm,"Venta de Martillo Neumatico POWERIN TPB-90 Consumo de aire 78CFM, Asesoría especializada. Envíos a todo Colombia.",,,POWERIN,Construcción,
TPB-60,Martillo Neumatico POWERIN TPB-60 Consumo de aire 49CFM,<h2>Martillo Neumatico</h2> <ul> <li><strong>Tipo</strong> Profesional</li> <li><strong>Porta herramienta </strong>1/4” x 6”</li> <li><strong>Consumo de aire</strong> 49 cfm</li> <li><strong>Golpes por minuto</strong> 1400rpm</li> <li><strong>Alto</strong> 645 mm</li> <li><strong>Silenciador</strong> No</li> <li><strong>Entrada de aire</strong> 3/4”</li> </ul>,"<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2>Martillo Neumático</h2> <p><strong>PB-60 Consumo de aire 49CFM Entrada de aire de 3/4""Peso 60Lb</strong></p> <p>Rompedor neumático, herramienta de demolición ultra potente y de alta tecnología que ha sido diseñada para realizar los trabajos más duros y exigentes en el lugar de trabajo.</p> <ul> <li><strong>Tipo</strong> Profesional</li> <li><strong>Porta herramienta</strong>1/4” x 6”</li> <li><strong>Consumo de aire</strong> 49 cfm</li> <li><strong>Golpes por minuto</strong> 1400</li> <li><strong>Alto</strong> 645 mm</li> <li><strong>Silenciador</strong> No</li> <li><strong>Entrada de aire</strong> 3/4”</li> </ul> <p> </p> <p><span style=""color: #ffffff;"">planta eléctrica Homecenter</span></p>",martillo-neumatico-powerin-tpb-60-consumo-de-aire-49cfm,"Venta de Martillo Neumatico POWERIN TPB-60 Consumo de aire 49CFM, Asesoría especializada. Envíos a todo Colombia.",,,POWERIN,Construcción,
